nces,ben,ffl_name,sites,nces_name,nces_schools,latitude,longitude,buildings_lt1_5,buildings_1_5to3,buildings_3to10,buildings_10to25,buildings_25to50,buildings_50to100,buildings_gt100,min_sites_schools,pct_sites_accounted_for ,nces_over_ffl_sites,data_quality_score,capped_buildings_gt50,pct_bldgs_gt50,pct_bldgs_gt50_alt,bldgs_gt50_alt,pct_bldgs_gt50_alt_label
4503750,127165,UNION COUNTY SCHOOL DISTRICT,10,UNION 01,8,34.71528,-81.624198,0,0,0,1,0,0,9,8,100%,80%,2,9,0.9,0.9,9,90%
4703510,128275,RHEA COUNTY SCHOOL DISTRICT,10,RHEA COUNTY,6,35.49039,-85.022077,0,1,0,0,0,1,8,6,100%,60%,2,9,0.9,0.9,9,90%
4817610,141826,DUMAS INDEP SCHOOL DISTRICT,10,DUMAS ISD,9,35.862048,-101.977646,0,9,0,0,0,9,0,9,180%,90%,4,9,0.9,0.5,5,50%
4835850,140562,PRINCETON INDEP SCHOOL DIST,10,PRINCETON ISD,8,33.177274,-96.491687,0,9,0,0,0,9,0,8,180%,80%,4,9,0.9,0.5,5,50%
5100480,126556,BRUNSWICK COUNTY SCHOOL DIST,10,BRUNSWICK CO PBLC SCHS,5,36.810438,-77.771489,1,9,0,0,0,9,0,5,190%,50%,4,9,0.9,0.473684211,4.736842105,47%
5302820,145173,FEDERAL WAY SCHOOL DIST 210,40,FEDERAL WAY SCHOOL DISTRICT,47,47.321029,-122.310662,0,0,0,0,0,0,36,40,90%,118%,4,36,0.9,0.9,36,90%
1803630,130451,FORT WAYNE COMM SCHOOL DIST,62,FORT WAYNE COMMUNITY SCHOOLS,51,41.074377,-85.13685,0,0,0,0,0,0,56,51,90%,82%,3,56,0.903225806,0.903225806,56,90%
4503870,127242,ROCK HILL SCHOOL DISTRICT 3,31,YORK 03,28,34.9535,-80.9953,0,0,0,0,0,0,28,28,90%,90%,3,28,0.903225806,0.903225806,28,90%
613140,144338,EVERGREEN ELEM SCHOOL DISTRICT,21,EVERGREEN ELEMENTARY,18,37.324773,-121.787104,0,0,0,0,0,0,19,18,90%,86%,3,19,0.904761905,0.904761905,19,90%
1803870,130342,GARY COMM SCHOOL CORPORATION ADMIN BUILDING DISTRICT,21,GARY COMMUNITY SCHOOL CORP,19,41.591342,-87.328857,0,0,0,5,0,0,19,19,114%,90%,4,19,0.904761905,0.791666667,16.625,79%
3700420,208677,BRUNSWICK  COUNTY  SCHOOLS,21,BRUNSWICK COUNTY SCHOOLS,19,34.055986,-78.165086,0,0,0,0,0,0,19,19,90%,90%,3,19,0.904761905,0.904761905,19,90%
4800211,228353,IDEA PUBLIC SCHOOLS,21,IDEA PUBLIC SCHOOLS,16,26.1749,-97.9962,0,0,0,0,0,0,19,16,90%,76%,3,19,0.904761905,0.904761905,19,90%
4842960,141267,TOMBALL INDEP SCHOOL DISTRICT,21,TOMBALL ISD,15,30.097495,-95.615296,0,0,0,0,0,0,19,15,90%,71%,3,19,0.904761905,0.904761905,19,90%
1201440,127681,ORANGE COUNTY SCHOOL DISTRICT,204,ORANGE,240,28.549448,-81.384255,0,0,0,0,0,0,185,204,91%,118%,3,185,0.906862745,0.906862745,185,91%
2400210,126369,CARROLL COUNTY SCHOOL DISTRICT,43,CARROLL COUNTY PUBLIC SCHOOLS,49,39.573335,-76.986098,0,0,0,2,1,0,39,43,98%,114%,3,39,0.906976744,0.906976744,39,91%
614760,143793,FULLERTON JOINT UNION HIGH SCHOOL DISTRICT,11,FULLERTON JOINT UNION HIGH,8,33.888529,-117.943321,0,0,1,0,0,0,10,8,100%,73%,2,10,0.909090909,0.909090909,10,91%
630210,143755,PERRIS UN HIGH SCHOOL DISTRICT,11,PERRIS UNION HIGH,8,33.782369,-117.227365,0,0,0,0,0,0,10,8,91%,73%,3,10,0.909090909,0.909090909,10,91%
635880,143656,SANTEE ELEMENTARY SCHOOL DIST,11,SANTEE ELEMENTARY,11,32.852891,-116.983248,0,10,0,0,0,10,0,11,182%,100%,4,10,0.909090909,0.5,5.5,50%
1301560,127422,CRISP COUNTY SCHOOL DISTRICT,11,CRISP COUNTY,7,31.96989,-83.78273,0,0,0,0,0,0,10,7,91%,64%,3,10,0.909090909,0.909090909,10,91%
1725020,135632,MATTESON SCHOOL DISTRICT 162,11,MATTESON ESD 162,7,41.498311,-87.703857,0,9,0,0,0,9,1,7,173%,64%,4,10,0.909090909,0.526315789,5.789473684,53%
1811340,130741,TIPPECANOE SCHOOL CORPORATION,22,TIPPECANOE SCHOOL CORP,18,40.392456,-86.903304,0,0,0,0,0,0,20,18,91%,82%,3,20,0.909090909,0.909090909,20,91%
1812360,130284,MSD OF WARREN TOWNSHIP,22,M S D WARREN TOWNSHIP,18,39.781539,-86.009273,0,0,0,0,0,0,20,18,91%,82%,3,20,0.909090909,0.909090909,20,91%
2101350,128859,COVINGTON CITY SCHOOL DISTRICT,11,COVINGTON INDEPENDENT,10,39.083585,-84.50908,0,0,0,0,0,0,10,10,91%,91%,3,10,0.909090909,0.909090909,10,91%
2104530,128744,OLDHAM COUNTY SCHOOL DISTRICT,22,OLDHAM COUNTY,26,38.390614,-85.436893,0,0,0,0,0,0,20,22,91%,118%,3,20,0.909090909,0.909090909,20,91%
2625560,131406,NILES COMM SCHOOL DISTRICT,11,NILES COMMUNITY SCHOOL DISTRICT,10,41.826157,-86.266063,0,10,0,0,0,10,0,10,182%,91%,4,10,0.909090909,0.5,5.5,50%
2680990,147059,WASHTENAW INTERMEDIATE SCHOOL DISTRICT,99,WASHTENAW ISD,8,42.26132,-83.798973,0,0,0,0,0,0,90,8,91%,8%,3,90,0.909090909,0.909090909,90,91%
3619650,123720,MONROE-WOODBURY CENTRAL SCHOOL DISTRICT,11,MONROE-WOODBURY CENTRAL SCHOOL DISTRICT,7,41.3322,-74.1215,0,6,0,0,0,6,4,7,145%,64%,4,10,0.909090909,0.625,6.875,63%
3704410,126804,SURRY COUNTY SCHOOL DISTRICT,22,SURRY COUNTY SCHOOLS,19,36.396842,-80.72454,0,0,0,0,0,0,20,19,91%,86%,3,20,0.909090909,0.909090909,20,91%
3904387,129059,DELAWARE CITY SCH DIST,11,DELAWARE CITY,8,40.307001,-83.070588,0,10,0,0,0,10,0,8,182%,73%,4,10,0.909090909,0.5,5.5,50%
3904458,129897,OAK HILLS LOCAL SCHOOL DIST,11,OAKWOOD CITY,5,39.732823,-84.181996,0,0,0,0,0,0,10,5,91%,45%,3,10,0.909090909,0.909090909,10,91%
3904474,129766,SANDUSKY SCHOOL DISTRICT,11,SANDUSKY CITY,8,41.452394,-82.713317,0,0,0,0,0,0,10,8,91%,73%,3,10,0.909090909,0.909090909,10,91%
3910029,129568,WADSWORTH CITY SCHOOL DISTRICT,11,WADSWORTH CITY,8,41.025415,-81.739304,0,0,0,0,0,0,10,8,91%,73%,3,10,0.909090909,0.909090909,10,91%
4010920,139947,ENID INDEP SCHOOL DISTRICT 57,22,ENID,14,36.391969,-97.880011,0,0,0,5,0,0,20,14,114%,64%,4,20,0.909090909,0.8,17.6,80%
4019860,140145,MIAMI INDEP SCHOOL DISTRICT 23,11,MIAMI,7,36.86961,-94.870118,0,0,0,0,10,0,10,7,182%,64%,4,10,0.909090909,0.5,5.5,50%
4214250,126217,METHACTON SCHOOL DISTRICT,11,METHACTON SD,8,40.172121,-75.399262,0,10,0,0,0,10,0,8,182%,73%,4,10,0.909090909,0.5,5.5,50%
4809200,140842,AZLE INDEP SCHOOL DISTRICT,11,AZLE ISD,10,32.896581,-97.543665,0,0,0,0,0,0,10,10,91%,91%,3,10,0.909090909,0.909090909,10,91%
5100600,126642,CAMPBELL COUNTY SCHOOL DIST,22,CAMPBELL CO PBLC SCHS,15,37.27623,-79.092422,0,0,0,0,0,0,20,15,91%,68%,3,20,0.909090909,0.909090909,20,91%
5400630,126771,LEWIS COUNTY SCHOOL DISTRICT,11,LEWIS COUNTY SCHOOLS,6,39.037552,-80.464744,2,0,9,0,0,0,10,6,191%,55%,4,10,0.909090909,0.476190476,5.238095238,48%
2511130,120089,SPRINGFIELD PUBLIC SCHOOLS,56,SPRINGFIELD,45,42.103497,-72.592562,0,26,31,31,1,26,25,45,250%,80%,4,51,0.910714286,0.364285714,20.4,36%
4828920,140867,MANSFIELD INDEP SCHOOL DIST,57,MANSFIELD ISD,40,32.563632,-97.135901,0,0,0,0,0,0,52,40,91%,70%,3,52,0.912280702,0.912280702,52,91%
2614070,130984,FARMINGTON PUBLIC SCHOOLS,23,FARMINGTON PUBLIC SCHOOL DISTRICT,22,42.465824,-83.369626,0,0,0,0,0,0,21,22,91%,96%,3,21,0.913043478,0.913043478,21,91%
2731800,133705,ROCHESTER SCHOOL DIST 535,35,ROCHESTER PUBLIC SCHOOL DISTRICT,38,44.016019,-92.471707,0,0,0,0,0,0,32,35,91%,109%,3,32,0.914285714,0.914285714,32,91%
4108830,144913,NORTH CLACKAMAS SCHOOL DIST 12,35,NORTH CLACKAMAS SD 12,34,45.432167,-122.616799,1,0,0,0,0,0,32,34,94%,97%,3,32,0.914285714,0.914285714,32,91%
403450,142965,GLENDALE UNION HIGH SCHOOL DISTRICT,12,GLENDALE UNION HIGH SCHOOL DISTRICT,10,33.549068,-112.151476,0,9,0,1,0,9,2,10,175%,83%,4,11,0.916666667,0.523809524,6.285714286,52%
603300,143957,ATASCADERO UNIF SCHOOL DIST,12,ATASCADERO UNIFIED,12,35.492621,-120.665792,0,2,2,0,0,2,9,12,125%,100%,4,11,0.916666667,0.733333333,8.8,73%
625690,143810,MOORPARK UNIF SCHOOL DISTRICT,12,MOORPARK UNIFIED,12,34.281697,-118.896044,0,0,0,0,0,0,11,12,92%,100%,3,11,0.916666667,0.916666667,11,92%
630180,143756,PERRIS ELEM SCHOOL DISTRICT,12,PERRIS ELEMENTARY,8,33.785506,-117.227113,0,0,0,0,0,0,11,8,92%,67%,3,11,0.916666667,0.916666667,11,92%
1303390,127486,LOWNDES COUNTY SCHOOL DISTRICT,12,LOWNDES COUNTY,12,30.836971,-83.320904,0,0,0,0,0,0,11,12,92%,100%,3,11,0.916666667,0.916666667,11,92%
1716080,136064,GALESBURG COMM UNIT S D 205,12,GALESBURG CUSD 205,10,40.958246,-90.352672,0,0,0,0,0,0,11,10,92%,83%,3,11,0.916666667,0.916666667,11,92%
1813080,130216,WESTFIELD-WASHINGTON SCHOOLS,12,WESTFIELD-WASHINGTON SCHOOLS,9,40.042775,-86.132151,0,0,0,0,0,0,11,9,92%,75%,3,11,0.916666667,0.916666667,11,92%
2006420,137560,GARDNER/EDGERTON USD 231,12,GARDNER EDGERTON,9,38.816497,-94.923355,0,0,0,0,0,0,11,9,92%,75%,3,11,0.916666667,0.916666667,11,92%
2632340,130934,SOUTHGATE COMM SCHOOL DISTRICT,12,SOUTHGATE COMMUNITY SCHOOL DISTRICT,12,42.210645,-83.219137,0,0,0,0,0,0,11,12,92%,100%,3,11,0.916666667,0.916666667,11,92%
2730060,133616,ISD 719 PRIOR LAKE-SAVAGE AREA SCHOOLS,12,PRIOR LAKE-SAVAGE AREA SCHOOLS,11,44.704531,-93.428102,0,0,0,0,0,0,11,11,92%,92%,3,11,0.916666667,0.916666667,11,92%
2906990,137307,CAMDENTON SCHOOL DIST R 3,12,CAMDENTON R-III,9,38.0052,-92.7313,0,0,0,0,0,0,11,9,92%,75%,3,11,0.916666667,0.916666667,11,92%
2931440,137438,WAYNESVILLE SCHOOL DIST R 6,12,WAYNESVILLE R-VI,8,37.818652,-92.217747,0,0,0,0,0,0,11,8,92%,67%,3,11,0.916666667,0.916666667,11,92%
3700270,127106,ASHEVILLE CITY SCHOOL DISTRICT,12,ASHEVILLE CITY SCHOOLS,9,35.597592,-82.542273,0,0,0,0,0,0,11,9,92%,75%,3,11,0.916666667,0.916666667,11,92%
4000079,139833,METRO TECHNOLOGY CENTERS,12,METRO TECH,0,35.513994,-97.478187,0,0,0,0,0,0,11,0,92%,0%,3,11,0.916666667,0.916666667,11,92%
4018000,140142,LOCUST GROVE SCHOOL DIST 17,12,LOCUST GROVE,4,36.203299,-95.168785,0,0,0,0,0,0,11,4,92%,33%,3,11,0.916666667,0.916666667,11,92%
4110890,144854,OREGON TRAIL SCHOOL DIST 46,12,OREGON TRAIL SD 46,11,45.402567,-122.288648,0,0,0,0,0,0,11,11,92%,92%,3,11,0.916666667,0.916666667,11,92%
4635480,134171,HURON SCHOOL DISTRICT 2-2,12,HURON SCHOOL DISTRICT 02-2,10,44.360749,-98.216649,0,0,0,0,0,0,11,10,92%,83%,3,11,0.916666667,0.916666667,11,92%
4702760,128493,MAURY COUNTY SCHOOL DISTRICT,24,MAURY COUNTY,20,35.614053,-87.040897,0,0,0,0,0,0,22,20,92%,83%,3,22,0.916666667,0.916666667,22,92%
4702820,128265,MCMINN COUNTY SCHOOL DISTRICT,12,MCMINN COUNTY,9,35.44408,-84.593538,0,10,0,0,1,10,1,9,183%,75%,4,11,0.916666667,0.5,6,50%
4812780,142090,CANUTILLO INDEPENDENT SCHOOL DISTRICT,12,CANUTILLO ISD,9,31.882649,-106.585527,0,11,0,0,0,11,0,9,183%,75%,4,11,0.916666667,0.5,6,50%
4818120,141553,EDGEWOOD INDEP SCHOOL DISTRICT,24,EDGEWOOD ISD,5,32.693551,-95.873618,0,0,0,0,0,0,22,5,92%,21%,3,22,0.916666667,0.916666667,22,92%
4900540,142856,MILLARD COUNTY SCHOOL DISTRICT,12,MILLARD DISTRICT,11,39.359826,-112.565188,0,2,0,0,0,2,9,11,108%,92%,3,11,0.916666667,0.846153846,10.15384615,85%
5301230,145439,CHENEY PUBLIC SCH DISTRICT 360,12,CHENEY SCHOOL DISTRICT,9,47.489169,-117.577596,0,0,0,0,0,0,11,9,92%,75%,3,11,0.916666667,0.916666667,11,92%
5513170,133241,D C EVEREST AREA SCHOOL DIST,12,D C EVEREST AREA SCHOOL DISTRICT,11,44.89987,-89.592849,0,0,1,0,0,0,11,11,100%,92%,2,11,0.916666667,0.916666667,11,92%
5516290,132800,WEST BEND JOINT SCHOOL DIST 1,12,WEST BEND SCHOOL DISTRICT,12,43.414114,-88.181002,0,11,0,0,1,11,0,12,192%,100%,4,11,0.916666667,0.47826087,5.739130435,48%
4107020,155192,KLAMATH COUNTY SCHOOL DISTRICT,25,KLAMATH COUNTY SD,21,42.129871,-121.757131,0,0,0,0,0,0,23,21,92%,84%,3,23,0.92,0.92,23,92%
4817390,141639,DONNA INDEP SCHOOL DISTRICT,25,DONNA ISD,22,26.17101,-98.052945,0,0,0,0,0,0,23,22,92%,88%,3,23,0.92,0.92,23,92%
5301110,145441,CENTRAL VALLEY SCH DIST 356,25,CENTRAL VALLEY SCHOOL DISTRICT,26,47.665926,-117.145854,0,0,0,0,0,0,23,25,92%,104%,3,23,0.92,0.92,23,92%
900510,122241,BRISTOL PUBLIC SCHOOLS,13,BRISTOL SCHOOL DISTRICT,16,41.66939,-72.9453,0,0,0,0,0,0,12,13,92%,123%,3,12,0.923076923,0.923076923,12,92%
1720760,135787,KANKAKEE SCHOOL DISTRICT 111,13,KANKAKEE SD 111,13,41.117303,-87.84764,0,12,0,0,0,12,0,13,185%,100%,4,12,0.923076923,0.5,6.5,50%
1905790,132644,BURLINGTON COMM SCHOOL DIST,13,BURLINGTON COMM SCHOOL DISTRICT,9,40.79968,-91.115733,0,0,0,0,0,0,12,9,92%,69%,3,12,0.923076923,0.923076923,12,92%
2105880,128835,WHITLEY COUNTY SCHOOL DISTRICT,13,WHITLEY COUNTY,10,36.742364,-84.160749,1,0,1,0,0,0,12,10,108%,77%,3,12,0.923076923,0.857142857,11.14285714,86%
2200270,139295,BOSSIER PARISH SCHOOL DIST,39,BOSSIER PARISH,35,32.695778,-93.740313,0,3,0,0,0,3,33,35,100%,90%,2,36,0.923076923,0.923076923,36,92%
2201350,139321,RICHLAND PARISH SCHOOL DIST,13,RICHLAND PARISH,12,32.469543,-91.752412,0,0,0,0,0,0,12,12,92%,92%,3,12,0.923076923,0.923076923,12,92%
2612420,130824,EAST CHINA SCHOOL DISTRICT,13,EAST CHINA SCHOOL DISTRICT,10,42.753575,-82.493303,0,12,0,0,0,12,0,10,185%,77%,4,12,0.923076923,0.5,6.5,50%
2618480,131210,HOLT PUBLIC SCHOOL DISTRICT,13,HOLT PUBLIC SCHOOLS,12,42.640346,-84.573148,0,12,0,0,0,12,0,12,185%,92%,4,12,0.923076923,0.5,6.5,50%
2636660,131570,ZEELAND SCHOOL DISTRICT,13,ZEELAND PUBLIC SCHOOLS,13,42.819688,-86.024142,0,0,0,0,0,0,12,13,92%,100%,3,12,0.923076923,0.923076923,12,92%
2801050,128534,CLARKSDALE MUNICIPAL SCH DIST,13,CLARKSDALE MUNICIPAL SCHOOL DIST,11,34.228563,-90.571112,0,0,0,0,0,0,12,11,92%,85%,3,12,0.923076923,0.923076923,12,92%
2907120,137027,CAPE GIRARDEAU SCHOOL DIST 63,13,CAPE GIRARDEAU 63,9,37.31016,-89.547988,0,12,1,0,1,12,0,9,200%,69%,4,12,0.923076923,0.461538462,6,46%
3402220,123473,BRICK TOWNSHIP SCHOOL DISTRICT,13,BRICK TOWNSHIP,12,40.084625,-74.117807,0,0,0,0,0,0,12,12,92%,92%,3,12,0.923076923,0.923076923,12,92%
3616290,228584,KINGSTON CITY SCHOOL DISTRICT,13,KINGSTON CITY SCHOOL DISTRICT,14,41.934465,-74.021227,0,0,0,0,0,0,12,13,92%,108%,3,12,0.923076923,0.923076923,12,92%
3904464,129940,PIQUA CITY SCHOOL DISTRICT,13,PIQUA CITY,9,40.150163,-84.229816,0,0,0,0,0,0,12,9,92%,69%,3,12,0.923076923,0.923076923,12,92%
4008850,140174,COWETA INDEP SCHOOL DIST 17,13,COWETA,8,35.9592,-95.6418,0,3,0,0,0,3,9,8,115%,62%,4,12,0.923076923,0.8,10.4,80%
4202280,125939,ALLENTOWN SCHOOL DISTRICT,26,ALLENTOWN CITY SD,23,40.602805,-75.466586,0,0,0,0,0,0,24,23,92%,88%,3,24,0.923076923,0.923076923,24,92%
4211790,125800,HEMPFIELD SCHOOL DISTRICT,13,HEMPFIELD  SD,10,40.091499,-76.409853,0,12,1,0,0,12,0,10,192%,77%,4,12,0.923076923,0.48,6.24,48%
4501530,127234,CHESTER COUNTY SCHOOL DISTRICT,13,CHESTER 01,13,34.7006,-81.20776,0,1,0,0,0,1,11,13,100%,100%,1,12,0.923076923,0.923076923,12,92%
4701170,128433,FAYETTE COUNTY SCHOOL DISTRICT,13,FAYETTE COUNTY,10,35.244395,-89.350652,0,1,0,0,0,1,11,10,100%,77%,2,12,0.923076923,0.923076923,12,92%
4704500,128525,WHITE COUNTY SCHOOL DISTRICT,13,WHITE COUNTY,9,35.928276,-85.454432,0,0,0,0,0,0,12,9,92%,69%,3,12,0.923076923,0.923076923,12,92%
4837650,140480,ROCKWALL INDEP SCHOOL DISTRICT,26,ROCKWALL ISD,18,32.936401,-96.442846,0,0,2,0,0,0,24,18,100%,69%,2,24,0.923076923,0.923076923,24,92%
2680900,131536,OTTAWA AREA I S D,119,OTTAWA AREA ISD,4,42.885305,-86.118743,0,20,0,0,0,20,90,4,109%,3%,3,110,0.924369748,0.846153846,100.6923077,85%
3173740,138321,MILLARD PUBLIC SCHOOLS,40,MILLARD PUBLIC SCHOOLS,37,41.20331,-96.143136,0,26,1,0,1,26,11,37,163%,93%,4,37,0.925,0.569230769,22.76923077,57%
1302550,127274,GWINNETT COUNTY PUBLIC SCHOOLS,161,GWINNETT COUNTY,131,34.013676,-84.056915,0,0,3,9,0,0,149,131,100%,81%,2,149,0.925465839,0.925465839,149,93%
635810,144436,SANTA ROSA CITY SCHOOL DIST,27,SANTA ROSA ELEMENTARY,13,38.449171,-122.724218,0,0,0,0,0,0,25,13,93%,48%,3,25,0.925925926,0.925925926,25,93%
1200270,127864,CITRUS COUNTY SCHOOL DISTRICT,27,CITRUS,25,28.83592,-82.342559,0,23,0,2,0,23,2,25,185%,93%,4,25,0.925925926,0.5,13.5,50%
4900030,142791,ALPINE SCHOOL DISTRICT,82,ALPINE DISTRICT,76,40.388514,-111.795837,0,6,2,4,0,6,70,76,107%,93%,3,76,0.926829268,0.863636364,70.81818182,86%
5507320,132833,KENOSHA UNIF SCHOOL DIST 1,41,KENOSHA SCHOOL DISTRICT,44,42.588337,-87.852394,0,0,0,0,0,0,38,41,93%,107%,3,38,0.926829268,0.926829268,38,93%
1807650,130203,NOBLESVILLE SCHOOLS,14,NOBLESVILLE SCHOOLS,10,40.058336,-85.999084,0,0,0,0,0,0,13,10,93%,71%,3,13,0.928571429,0.928571429,13,93%
2003360,137813,ANDOVER UNIF SCH DISTRICT 385,14,ANDOVER,10,37.711134,-97.135065,0,13,0,0,0,13,0,10,186%,71%,4,13,0.928571429,0.5,7,50%
2708190,133588,INDEPENDENT SCHOOL DISTRICT 112,14,EASTERN CARVER COUNTY PUBLIC SCHOOL,17,44.842777,-93.59544,0,0,1,0,0,0,13,14,100%,121%,2,13,0.928571429,0.928571429,13,93%
4017250,139876,LAWTON PUBLIC SCHOOL DIST I 8,42,LAWTON,35,34.616838,-98.404585,0,0,0,0,0,0,39,35,93%,83%,3,39,0.928571429,0.928571429,39,93%
4024690,140269,PONCA CITY INDEP SCH DIST 71,14,PONCA CITY,10,36.703775,-97.084032,0,0,0,0,0,0,13,10,93%,71%,3,13,0.928571429,0.928571429,13,93%
4110350,145092,REDMOND SCHOOL DISTRICT 2 J,14,REDMOND SD 2J,11,44.254008,-121.168225,0,13,0,0,0,13,0,11,186%,79%,4,13,0.928571429,0.5,7,50%
4110710,145035,DOUGLAS COUNTY SCHOOL DIST 04,14,DOUGLAS COUNTY SD 4,13,43.231057,-123.374163,0,0,0,0,0,0,13,13,93%,93%,3,13,0.928571429,0.928571429,13,93%
4289260,125853,CENTRAL SUSQUEHANNA INTERMEDIATE UNIT,70,CENTRAL SUSQUEHANNA IU 16,0,40.969671,-76.847821,0,65,10,0,0,65,0,0,200%,0%,4,65,0.928571429,0.464285714,32.5,46%
4503660,127153,SPARTANBURG COUNTY SCHOOL DISTRICT 7,14,SPARTANBURG 07,12,34.953744,-81.896445,0,0,0,3,0,0,13,12,114%,86%,4,13,0.928571429,0.8125,11.375,81%
4701650,128416,HARDEMAN COUNTY SCHOOL DISTRICT,14,HARDEMAN COUNTY,9,35.2779,-89.0284,1,0,0,0,0,0,13,9,100%,64%,2,13,0.928571429,0.928571429,13,93%
4901080,142817,UINTAH COUNTY SCHOOL DISTRICT,14,UINTAH DISTRICT,13,40.452718,-109.540285,0,6,0,0,0,6,7,13,136%,93%,4,13,0.928571429,0.684210526,9.578947368,68%
5400900,126699,MINGO COUNTY SCHOOL DISTRICT,14,MINGO COUNTY SCHOOLS,15,37.671,-82.2767,0,0,0,1,0,0,13,14,100%,107%,2,13,0.928571429,0.928571429,13,93%
5509510,132969,MIDDLETON-CROSS PLAINS AREA SCHOOL DISTRICT,14,MIDDLETON-CROSS PLAINS AREA SCHOOL DISTRICT,11,43.093416,-89.504469,0,13,0,0,0,13,0,11,186%,79%,4,13,0.928571429,0.5,7,50%
5517070,133254,WISCONSIN RAPIDS SCH DISTRICT,14,WISCONSIN RAPIDS SCHOOL DISTRICT,14,44.387375,-89.820681,0,0,0,2,0,0,13,14,107%,100%,3,13,0.928571429,0.866666667,12.13333333,87%
4834440,141354,PEARLAND IND. SCHOOL DISTRICT,29,PEARLAND ISD,24,29.572625,-95.286299,0,0,0,0,0,0,27,24,93%,83%,3,27,0.931034483,0.931034483,27,93%
5100840,126544,CHESTERFIELD COUNTY PUBLIC SCHOOLS,73,CHESTERFIELD CO PBLC SCHS,63,37.379216,-77.500361,0,0,2,0,0,0,68,63,96%,86%,3,68,0.931506849,0.931506849,68,93%
900450,122549,BRIDGEPORT SCHOOL DISTRICT,44,BRIDGEPORT SCHOOL DISTRICT,36,41.180607,-73.192798,0,0,0,0,0,0,41,36,93%,82%,3,41,0.931818182,0.931818182,41,93%
4841220,141231,SPRING INDEP SCHOOL DISTRICT,44,SPRING ISD,37,30.008752,-95.4465,0,0,0,0,0,0,41,37,93%,84%,3,41,0.931818182,0.931818182,41,93%
4843650,141487,UNITED ISD,44,UNITED ISD,42,27.573538,-99.480292,0,0,0,0,0,0,41,42,93%,95%,3,41,0.931818182,0.931818182,41,93%
408850,143108,VAIL SCHOOL DISTRICT 20,15,VAIL UNIFIED DISTRICT,17,32.014302,-110.699456,0,0,0,0,2,0,14,15,107%,113%,3,14,0.933333333,0.875,13.125,88%
601330,144393,MODESTO CITY SCHOOL DISTRICT,45,MODESTO CITY SCHOOLS,0,37.639656,-121.012599,0,0,0,0,0,0,42,0,93%,0%,3,42,0.933333333,0.933333333,42,93%
604290,143679,BEAUMONT UNIFIED SCHOOL DIST,15,BEAUMONT UNIFIED,10,33.928653,-116.982101,0,0,0,0,0,0,14,10,93%,67%,3,14,0.933333333,0.933333333,14,93%
1800630,130631,MONROE COUNTY COMM SCHOOL CORP,30,MONROE COUNTY COM SCH CORP,21,39.144617,-86.529785,0,0,0,0,0,0,28,21,93%,70%,3,28,0.933333333,0.933333333,28,93%
2618990,130993,HURON VALLEY SCHOOL DISTRICT,15,HURON VALLEY SCHOOLS,19,42.620628,-83.616094,0,0,0,0,0,0,14,15,93%,127%,3,14,0.933333333,0.933333333,14,93%
2738190,133553,STILLWATER SCHOOL DISTRICT 834,15,STILLWATER AREA PUBLIC SCHOOL DIST.,18,45.038848,-92.82099,0,0,0,0,0,0,14,15,93%,120%,3,14,0.933333333,0.933333333,14,93%
3612510,123777,GREAT NECK UNION FREE SCHOOL  DISTRICT,15,GREAT NECK UNION FREE SCHOOL DISTRICT,10,40.762378,-73.703886,0,14,14,2,0,14,0,10,293%,67%,4,14,0.933333333,0.318181818,4.772727273,32%
4289310,125932,CARBON LEHIGH INTERMEDIATE UNIT 21,90,CARBON-LEHIGH IU 21,0,40.661597,-75.600147,0,28,0,7,11,28,56,0,144%,0%,4,84,0.933333333,0.646153846,58.15384615,65%
4832370,141519,NEW BRAUNFELS INDEP SCH DIST,15,NEW BRAUNFELS ISD,12,29.700662,-98.128568,0,0,0,0,0,0,14,12,93%,80%,3,14,0.933333333,0.933333333,14,93%
5515990,132899,WAUWATOSA SCHOOL DISTRICT,15,WAUWATOSA SCHOOL DISTRICT,16,43.059903,-88.063506,0,0,0,0,0,0,14,15,93%,107%,3,14,0.933333333,0.933333333,14,93%
2400090,126376,BALTIMORE CITY SCHOOL DISTRICT,211,BALTIMORE CITY PUBLIC SCHOOLS,191,39.311294,-76.612806,0,194,0,0,0,194,3,191,185%,91%,4,197,0.933649289,0.503836317,106.3094629,50%
614550,144072,FRESNO UNIFIED SCHOOL DISTRICT,108,FRESNO UNIFIED,106,36.736229,-119.787037,0,0,0,0,0,0,101,106,94%,98%,3,101,0.935185185,0.935185185,101,94%
512660,139687,SPRINGDALE PUBLIC SCHOOLS,31,SPRINGDALE SCHOOL DISTRICT,25,36.18661,-94.137374,0,0,0,0,0,0,29,25,94%,81%,3,29,0.935483871,0.935483871,29,94%
623610,144381,MANTECA UNIFIED SCHOOL DISTRICT,31,MANTECA UNIFIED,29,37.812089,-121.188631,0,0,0,0,0,0,29,29,94%,94%,3,29,0.935483871,0.935483871,29,94%
627240,143763,NEWPORT-MESA UNIF SCHOOL DIST,31,NEWPORT-MESA UNIFIED,31,33.679132,-117.894471,0,0,0,0,0,0,29,31,94%,100%,3,29,0.935483871,0.935483871,29,94%
801920,142319,ACADEMY SCHOOL DISTRICT 20,31,"ACADEMY, SCHOOL DISTRICT NO. 20, IN THE COUNTY OF EL PASO AN",32,38.953739,-104.792,1,0,0,0,0,0,29,31,97%,103%,3,29,0.935483871,0.935483871,29,94%
